districtid,weekid,neighborhoodzscore,statezscore
581,24,-0.51,-0.59
581,25,-0.5,0.39
582,1,0.0,0.0
582,2,0.0,0.0
582,3,0.0,0.0
582,4,0.0,0.0
582,5,0.0,0.0
582,6,0.0,0.0
582,7,-0.48,-0.41
582,8,-0.73,-0.65
582,9,-0.44,-0.34
582,10,0.07,-0.18
582,11,0.13,-0.23
582,12,1.09,0.07
582,13,1.46,0.08
582,14,0.43,-0.08
582,15,-0.01,-0.14
582,16,0.32,-0.05
582,17,0.62,0.25
582,18,0.5,0.03
582,19,0.08,-0.32
582,20,2.23,0.06
582,21,2.42,0.34
582,22,1.05,-0.15
582,23,2.69,0.47
582,24,0.52,0.01
582,25,0.34,-0.28
583,1,0.0,0.0
583,2,0.0,0.0
583,3,0.0,0.0
583,4,0.0,0.0
583,5,0.0,0.0
583,6,0.0,0.0
583,7,2.82,4.53
583,8,0.24,1.09
583,9,2.39,0.26
583,10,3.37,1.82
583,11,2.46,1.33
583,12,1.45,-0.43
583,13,2.07,0.55
583,14,0.55,-0.25
583,15,-0.15,-0.68
583,16,0.47,-0.31
583,17,1.53,-0.4
583,18,2.43,0.23
583,19,4.69,1.03
583,20,2.35,0.52
583,21,2.14,0.23
583,22,1.81,0.08
583,23,1.17,-0.09
583,24,0.8,-0.2
583,25,0.25,-0.33
584,1,0.0,0.0
584,2,0.0,0.0
584,3,0.0,0.0
584,4,0.0,0.0
584,5,0.0,0.0
584,6,0.0,0.0
584,7,0.0,-0.42
584,8,-0.5,-0.39
584,9,-0.5,-0.59
584,10,-0.59,-0.51
584,11,-0.83,-0.86
584,12,-0.36,-0.6
584,13,-0.38,-0.33
584,14,-0.79,-0.74
584,15,-1.03,-1.0
584,16,-1.26,-0.78
584,17,-1.29,-0.71
584,18,-1.79,-0.72
584,19,-1.08,-0.73
584,20,-0.99,-0.83
584,21,-1.09,-0.81
584,22,-0.35,-0.57
584,23,-1.46,-0.83
584,24,-1.58,-0.86
584,25,-1.12,-0.79
585,1,0.0,0.0
585,2,0.0,0.0
585,3,0.0,0.0
585,4,0.0,0.0
585,5,0.0,0.0
585,6,0.0,0.0
585,7,-0.59,-0.58
585,8,-0.35,-0.8
585,9,3.71,3.9
585,10,-0.69,-0.59
585,11,-1.12,-0.51
585,12,-0.28,-0.25
585,13,-0.47,-0.46
585,14,-0.63,-0.6
585,15,-0.35,-0.53
585,16,-0.43,-0.55
585,17,-0.59,-0.61
585,18,-0.59,-0.52
585,19,-0.65,-0.68
585,20,-0.41,-0.57
585,21,-0.41,-0.56
585,22,-0.49,-0.64
585,23,-0.38,-0.51
585,24,-0.5,-0.74
585,25,-0.56,-0.84
586,1,-0.38,0.0
586,2,-0.38,0.0
586,3,-0.38,0.0
586,4,-0.37,0.0
586,5,-0.38,0.0
586,6,-0.38,0.0
586,7,0.68,0.35
586,8,-0.77,-1.09
586,9,-0.46,-0.12
586,10,-0.6,-0.59
586,11,-0.2,0.04
586,12,0.03,0.01
586,13,0.11,0.13
586,14,0.49,0.32
586,15,-0.08,-0.35
586,16,0.52,-0.06
586,17,0.04,0.16
586,18,-0.06,0.41
586,19,-0.34,0.2
586,20,-0.23,-0.01
586,21,0.29,0.33
586,22,0.27,0.43
586,23,0.99,0.7
586,24,0.72,1.16
586,25,0.54,1.32
587,1,0.0,0.0
587,2,0.0,0.0
587,3,0.0,0.0
587,4,0.0,0.0
587,5,0.0,0.0
587,6,0.0,0.0
587,7,0.52,-0.33
587,8,-0.53,-0.66
587,9,-0.24,1.32
587,10,-0.26,1.73
587,11,-0.09,0.44
587,12,-0.3,0.53
587,13,-0.38,0.04
587,14,-0.63,-0.71
587,15,-0.85,-1.09
587,16,-1.39,-1.24
587,17,-0.94,-1.27
587,18,-0.49,-0.5
587,19,-0.35,-0.88
587,20,0.45,-0.4
587,21,0.92,-0.26
587,22,0.13,-0.43
587,23,0.23,-0.15
587,24,1.47,1.25
587,25,0.91,1.17
588,1,0.0,0.0
588,2,0.0,0.0
588,3,0.0,0.0
588,4,0.0,0.0
588,5,0.0,0.0
588,6,0.0,0.0
588,7,-0.53,-0.23
588,8,-1.09,-0.2
588,9,-0.49,-0.18
588,10,-0.45,-0.16
588,11,0.03,-0.13
588,12,-0.76,-0.23
588,13,-0.64,-0.21
588,14,-1.09,-0.25
588,15,-0.89,-0.3
588,16,-1.48,-0.33
588,17,-1.03,-0.32
588,18,-0.76,-0.37
588,19,-1.01,-0.43
588,20,-0.81,-0.41
588,21,-0.51,-0.42
588,22,-0.77,-0.5
588,23,-1.04,-0.53
588,24,-1.32,-0.53
588,25,-1.09,-0.49
589,1,0.0,0.0
589,2,0.0,0.0
589,3,0.0,0.0
589,4,0.0,0.0
589,5,0.0,0.0
589,6,0.0,0.0
589,7,-0.39,-0.25
589,8,-0.05,-0.29
589,9,21.57,-0.15
589,10,13.38,0.12
589,11,16.65,0.98
589,12,7.09,0.57
589,13,1.59,-0.05
589,14,8.53,0.24
589,15,7.22,0.44
589,16,14.94,0.69
589,17,2.18,-0.15
589,18,1.34,-0.16
589,19,0.24,-0.01
589,20,0.05,-0.15
589,21,0.34,-0.1
589,22,-0.05,-0.17
589,23,0.22,-0.1
589,24,0.41,-0.12
589,25,-0.41,-0.25
590,1,0.0,0.0
590,2,0.0,0.0
590,3,0.0,0.0
590,4,0.0,0.0
590,5,0.0,0.0
590,6,0.0,0.0
590,7,8.2,0.6
590,8,-0.65,-0.37
590,9,3.82,0.28
590,10,0.06,-0.72
590,11,-0.05,0.39
590,12,-0.63,-0.68
590,13,-0.81,-0.47
590,14,0.1,0.16
590,15,-0.41,-0.28
590,16,0.47,-0.04
590,17,1.2,-0.05
590,18,-0.39,-0.42
590,19,-0.41,-0.22
590,20,1.23,-0.0
590,21,0.84,-0.09
590,22,1.11,0.38
590,23,0.99,0.25
590,24,1.35,0.65
590,25,0.81,0.72
591,1,0.0,0.0
591,2,0.0,0.0
591,3,0.0,0.0
591,4,0.0,0.0
591,5,0.0,0.0
591,6,0.0,0.0
591,7,-0.56,-0.62
591,8,-0.66,-0.42
591,9,-0.52,-0.34
591,10,-1.54,-0.94
591,11,0.38,0.5
591,12,-1.01,-0.61
591,13,-0.6,-0.46
591,14,-0.38,-0.25
591,15,-0.65,-0.26
591,16,2.66,0.41
591,17,-1.5,-0.45
591,18,-0.93,-0.64
591,19,-0.87,-0.53
591,20,-1.45,-0.45
591,21,0.61,-0.05
591,22,1.44,0.31
591,23,0.62,0.37
591,24,0.9,0.28
591,25,0.74,0.44
592,1,0.0,0.0
592,2,0.0,0.0
592,3,0.0,0.0
592,4,0.0,0.0
592,5,0.0,0.0
592,6,0.0,0.0
592,7,-0.52,-0.25
592,8,-0.82,-0.39
592,9,-0.87,-0.52
592,10,-1.03,-0.89
592,11,-1.22,-0.59
592,12,-1.0,-0.69
592,13,-1.38,-1.03
592,14,-0.8,-0.57
592,15,-0.89,-0.75
592,16,-0.77,-0.27
592,17,-0.77,-0.37
592,18,-0.77,-0.29
592,19,-0.92,-0.28
592,20,-1.12,-0.64
592,21,-1.25,-0.45
592,22,-1.06,-0.55
592,23,-1.16,-0.5
592,24,-0.53,-0.25
592,25,-0.55,-0.48
593,1,0.0,0.0
593,2,0.0,0.0
593,3,0.0,0.0
593,4,0.0,0.0
593,5,0.0,0.0
593,6,0.0,0.0
593,7,0.0,0.0
593,8,0.0,0.0
593,9,0.0,0.0
593,10,0.0,0.0
593,11,0.0,0.0
593,12,0.0,-0.45
593,13,0.0,-0.66
593,14,0.0,0.92
593,15,0.0,-0.14
593,16,0.0,10.91
593,17,0.0,-0.22
593,18,0.0,-0.38
593,19,0.0,-0.45
593,20,0.0,-0.4
593,21,0.0,-0.59
593,22,0.0,-0.68
593,23,0.0,-0.59
593,24,0.0,-0.57
593,25,0.0,-0.36
594,1,0.0,0.0
594,2,0.0,0.0
594,3,0.0,0.0
594,4,0.0,0.0
594,5,0.0,0.0
594,6,0.0,0.0
594,7,0.42,-0.19
594,8,-0.65,-0.3
594,9,-0.64,-0.23
594,10,0.63,-0.19
594,11,1.54,-0.09
594,12,6.47,-0.15
594,13,-0.39,-0.21
594,14,2.92,-0.18
594,15,1.9,-0.15
594,16,1.93,-0.08
594,17,1.48,-0.11
594,18,0.88,-0.28
594,19,0.54,-0.31
594,20,1.16,-0.27
594,21,1.81,-0.19
594,22,4.53,0.16
594,23,6.38,0.57
594,24,7.41,0.92
594,25,5.31,0.84
595,1,0.0,0.0
595,2,0.0,0.0
595,3,0.0,0.0
595,4,0.0,0.0
595,5,0.0,0.0
595,6,0.0,0.0
595,7,-0.67,-0.62
595,8,0.33,1.09
595,9,-0.85,-0.6
595,10,-0.16,0.35
595,11,-1.37,-0.98
595,12,-0.07,0.49
595,13,0.05,-0.18
595,14,0.71,1.59
595,15,0.75,1.92
595,16,-0.57,-0.14
595,17,-0.56,-0.22
595,18,-0.39,-0.14
595,19,-0.33,-0.02
595,20,-0.45,-0.19
595,21,-0.31,0.21
595,22,-0.48,-0.09
595,23,-0.62,-0.4
595,24,-0.47,-0.13
595,25,-0.42,-0.12
596,1,0.0,0.0
596,2,0.0,0.0
596,3,0.0,0.0
596,4,0.0,0.0
596,5,0.0,0.0
596,6,0.0,0.0
596,7,0.0,-0.42
596,8,-0.8,-0.82
596,9,-0.63,-0.46
596,10,-0.61,-0.47
596,11,-1.22,-0.61
596,12,-2.07,-1.02
596,13,-0.66,-0.56
596,14,-0.73,-0.29
596,15,-1.12,-0.78
596,16,-0.47,-0.49
596,17,0.19,-0.34
596,18,0.89,-0.23
596,19,-1.11,-0.7
596,20,-0.66,-0.44
596,21,-0.84,-0.6
596,22,-0.44,-0.58
596,23,-0.6,-0.62
596,24,-0.61,-0.45
596,25,-0.68,-0.48
597,1,0.0,0.0
597,2,0.0,0.0
597,3,0.0,0.0
597,4,0.0,0.0
597,5,0.0,0.0
597,6,0.0,0.0
597,7,-0.73,-0.34
597,8,-0.51,-0.31
597,9,-0.52,-0.41
597,10,0.93,-0.5
597,11,-0.67,-0.89
597,12,-0.44,-0.61
597,13,-0.31,-0.61
597,14,-0.95,-0.87
597,15,0.22,-0.36
597,16,-0.75,-0.35
597,17,-0.3,-0.32
597,18,-0.05,-0.31
597,19,0.07,-0.29
597,20,0.51,-0.25
597,21,1.5,0.45
597,22,0.61,-0.02
597,23,0.73,-0.21
597,24,1.5,-0.0
597,25,0.33,-0.18
598,1,0.0,0.0
598,2,0.0,0.0
598,3,0.0,0.0
598,4,0.0,0.0
598,5,0.0,0.0
598,6,0.0,0.0
598,7,-0.64,-0.1
598,8,0.1,-0.13
598,9,0.55,0.41
598,10,-0.61,-0.34
598,11,0.46,0.24
598,12,0.96,0.41
598,13,-0.21,0.06
598,14,-0.06,0.34
598,15,0.2,0.08
598,16,-0.29,-0.07
598,17,-0.36,-0.06
598,18,1.03,0.29
598,19,0.12,-0.18
598,20,-0.87,-0.55
598,21,-0.97,-0.47
598,22,-1.18,-0.5
598,23,-1.65,-0.65
598,24,-0.84,-0.42
598,25,-1.1,-0.52
599,1,0.0,0.0
599,2,0.0,0.0
599,3,0.0,0.0
599,4,0.0,0.0
599,5,0.0,0.0
599,6,0.0,0.0
599,7,-0.57,-0.24
599,8,-0.71,-0.29
599,9,-0.68,-0.29
599,10,-0.73,-0.25
599,11,-0.94,-0.28
599,12,-1.29,-0.3
599,13,-0.28,-0.31
599,14,-0.34,-0.35
599,15,-0.55,-0.38
599,16,-0.76,-0.39
599,17,-0.63,-0.38
599,18,-0.94,-0.37
599,19,-1.04,-0.35
599,20,-0.01,-0.15
599,21,0.34,-0.08
599,22,-0.34,-0.19
599,23,0.42,0.0
599,24,0.74,0.15
599,25,1.8,0.51
600,1,0.0,0.0
600,2,0.0,0.0
600,3,0.0,0.0
600,4,0.0,0.0
600,5,0.0,0.0
600,6,0.0,0.0
600,7,-0.4,-0.55
600,8,8.29,0.88
600,9,-0.9,-0.75
600,10,-0.57,-0.59
600,11,0.93,-0.04
600,12,-0.43,-0.31
600,13,0.21,0.23
600,14,0.42,0.45
600,15,1.21,1.94
600,16,1.05,1.94
600,17,0.14,0.37
600,18,-0.23,-0.06
600,19,0.15,0.52
600,20,-0.3,-0.13
600,21,-0.42,-0.31
600,22,-0.37,-0.25
600,23,-0.28,-0.2
600,24,-0.4,-0.5
600,25,-0.56,-0.64
601,1,0.0,0.0
601,2,0.0,0.0
601,3,0.0,0.0
601,4,0.0,0.0
601,5,0.0,0.0
601,6,0.0,0.0
601,7,0.65,-0.1
601,8,-0.35,-0.3
601,9,-0.73,-0.31
601,10,-0.84,-0.02
601,11,-1.7,-0.18
601,12,0.88,0.74
601,13,-0.62,-0.37
601,14,-0.43,-0.42
601,15,-0.32,-0.25
601,16,0.16,-0.11
601,17,0.4,-0.1
601,18,0.01,-0.08
601,19,-0.07,-0.09
601,20,-0.31,-0.2
601,21,-0.15,-0.06
601,22,-0.77,-0.31
601,23,-0.52,-0.4
601,24,-0.57,-0.51
601,25,-0.59,-0.52
602,1,0.0,0.0
602,2,0.0,0.0
602,3,0.0,0.0
602,4,0.0,0.0
602,5,0.0,0.0
602,6,0.0,0.0
602,7,-0.41,-0.25
602,8,-0.64,-0.39
602,9,-0.72,-0.52
602,10,-0.26,-0.24
602,11,-0.65,-0.65
602,12,-0.63,-0.09
602,13,-0.71,-0.44
602,14,-0.92,-0.57
602,15,-0.33,-0.08
602,16,-0.25,0.63
602,17,-0.67,-0.37
602,18,-0.76,-0.79
602,19,-0.56,-0.25
602,20,-0.74,-0.49
602,21,-0.64,-0.34
602,22,-0.72,-0.16
602,23,-0.92,-0.33
602,24,-1.19,-0.53
602,25,-0.65,0.05
603,1,0.0,0.0
603,2,0.0,0.0
603,3,0.0,0.0
603,4,0.0,0.0
603,5,0.0,0.0
603,6,0.0,0.0
603,7,-0.13,-0.16
603,8,-0.46,-0.73
603,9,-1.05,-1.13
603,10,-0.38,-0.51
603,11,0.93,0.44
603,12,0.92,0.03
603,13,0.03,0.31
603,14,-0.23,0.21
603,15,-1.03,-0.65
603,16,-0.51,-0.05
603,17,-0.61,-0.22
603,18,-0.44,0.05
603,19,-0.25,0.37
603,20,-0.31,0.26
603,21,-0.3,0.24
603,22,-0.19,0.25
603,23,-0.11,0.47
603,24,-0.28,0.23
603,25,-0.34,-0.01
604,1,0.0,0.0
604,2,0.0,0.0
604,3,0.0,0.0
604,4,0.0,0.0
604,5,0.0,0.0
604,6,0.0,0.0
604,7,-0.57,-0.23
604,8,-0.43,-0.21
604,9,-0.58,-0.27
604,10,-0.51,-0.23
604,11,-0.36,-0.14
604,12,-0.56,-0.24
604,13,-0.58,-0.29
604,14,-0.58,-0.33
604,15,-0.58,-0.35
604,16,-0.56,-0.3
604,17,-0.55,-0.32
604,18,-0.55,-0.27
604,19,-0.53,-0.28
604,20,-0.51,-0.22
604,21,-0.49,-0.2
604,22,-0.49,-0.17
604,23,-0.45,-0.1
604,24,-0.3,0.25
604,25,-0.32,0.29
605,1,0.0,0.0
605,2,0.0,0.0
605,3,0.0,0.0
605,4,0.0,0.0
605,5,0.0,0.0
605,6,0.0,0.0
605,7,-0.79,-0.25
605,8,-0.03,-0.27
605,9,1.18,-0.22
605,10,-0.11,-0.3
605,11,0.49,-0.26
605,12,-0.66,-0.42
605,13,-0.76,-0.39
605,14,-0.58,-0.34
605,15,0.96,-0.32
605,16,0.47,-0.34
605,17,-0.34,-0.42
605,18,-0.47,-0.46
605,19,0.32,-0.31
605,20,0.51,-0.13
605,21,0.39,-0.29
605,22,-0.45,-0.29
605,23,0.38,-0.26
605,24,0.05,-0.23
605,25,0.0,-0.24
606,1,0.0,0.0
606,2,0.0,0.0
606,3,0.0,0.0
606,4,0.0,0.0
606,5,0.0,0.0
606,6,0.0,0.0
606,7,-0.57,-0.37
606,8,-0.31,-0.41
606,9,-0.37,-0.45
606,10,-0.58,-0.78
606,11,-0.47,-0.76
606,12,0.06,-0.39
606,13,-0.23,-0.46
606,14,0.9,-0.51
606,15,-0.21,-0.55
606,16,-0.37,-0.8
606,17,-0.22,-0.66
606,18,-0.59,-0.68
606,19,-0.63,-0.6
606,20,-0.5,-0.67
606,21,-0.35,-0.63
606,22,-0.44,-0.72
606,23,-0.45,-0.67
606,24,-0.44,-0.56
606,25,-0.42,-0.49
607,1,0.0,0.0
607,2,0.0,0.0
607,3,0.0,0.0
607,4,0.0,0.0
607,5,0.0,0.0
607,6,0.0,0.0
607,7,-0.53,-0.25
607,8,-0.41,-0.29
607,9,-0.38,-0.24
607,10,-0.43,-0.35
607,11,-0.39,-0.35
607,12,-0.44,-0.37
607,13,-0.48,-0.39
607,14,-0.51,-0.38
607,15,-0.48,-0.41
607,16,-0.4,-0.35
607,17,-0.37,-0.31
607,18,-0.41,-0.21
607,19,-0.39,-0.24
607,20,-0.24,0.1
607,21,-0.34,-0.21
607,22,-0.24,-0.13
607,23,-0.32,-0.15
607,24,-0.39,-0.34
607,25,-0.21,-0.13
608,1,0.0,0.0
608,2,0.0,0.0
608,3,0.0,0.0
608,4,0.0,0.0
608,5,0.0,0.0
608,6,0.0,0.0
608,7,-0.64,-0.25
608,8,-0.55,-0.31
608,9,-0.57,-0.28
608,10,-0.5,-0.34
608,11,-0.7,-0.37
608,12,-0.54,-0.44
608,13,-0.53,-0.39
608,14,-0.46,-0.34
608,15,-0.48,-0.26
608,16,-0.54,-0.45
608,17,-0.55,-0.45
608,18,-0.66,-0.54
608,19,-0.57,-0.5
608,20,-0.52,-0.47
608,21,-0.49,-0.41
608,22,-0.45,-0.37
608,23,-0.46,-0.35
608,24,-0.46,-0.41
608,25,-0.46,-0.47
609,1,0.0,0.0
609,2,0.0,0.0
609,3,0.0,0.0
609,4,0.0,0.0
609,5,0.0,0.0
609,6,0.0,0.0
609,7,0.0,0.0
609,8,0.0,0.0
609,9,0.0,0.0
609,10,0.0,0.0
609,11,0.0,0.0
609,12,-0.67,-0.45
609,13,-0.84,-0.75
609,14,-0.44,-0.62
609,15,-0.92,-0.69
609,16,-2.29,-0.63
609,17,-0.68,-0.45
609,18,-0.66,-0.48
609,19,-0.7,-0.45
609,20,-0.58,-0.34
609,21,-0.75,-0.53
609,22,-0.77,-0.68
609,23,-0.58,-0.54
609,24,-0.59,-0.47
609,25,-0.6,-0.62
610,1,0.0,0.0
610,2,0.0,0.0
610,3,0.0,0.0
610,4,0.0,0.0
610,5,0.0,0.0
610,6,0.0,0.0
610,7,2.92,-0.2
610,8,-0.67,-0.31
610,9,-0.96,-0.29
610,10,-0.82,-0.34
610,11,-0.34,-0.3
610,12,-0.59,-0.39
610,13,-0.1,-0.36
610,14,-0.49,-0.36
610,15,1.25,-0.34
610,16,-0.32,-0.44
610,17,-1.0,-0.46
610,18,1.37,-0.44
610,19,-0.83,-0.51
610,20,-0.2,-0.41
610,21,-0.29,-0.44
610,22,2.17,-0.1
610,23,1.05,-0.13
610,24,1.99,0.07
610,25,1.91,0.02
611,1,0.0,0.0
611,2,0.0,0.0
611,3,0.0,0.0
611,4,0.0,0.0
611,5,0.0,0.0
611,6,0.0,0.0
611,7,-1.02,-0.58
611,8,2.48,0.88
611,9,-1.22,-0.84
611,10,-0.63,-0.32
611,11,-0.85,-0.58
611,12,-1.12,-0.77
611,13,-0.49,-0.33
611,14,-0.85,-0.67
611,15,-0.81,-0.72
611,16,-0.65,-0.43
611,17,-0.55,-0.27
611,18,-0.6,-0.25
611,19,-0.91,-0.71
611,20,-0.79,-0.77
611,21,-0.74,-0.76
611,22,-0.69,-0.56
611,23,-0.78,-0.74
611,24,-1.01,-0.84
611,25,-1.02,-1.0
612,1,0.0,0.0
612,2,0.0,0.0
612,3,0.0,0.0
612,4,0.0,0.0
612,5,0.0,0.0
612,6,0.0,0.0
612,7,-0.73,-0.38
612,8,-1.29,-0.4
612,9,-0.8,-0.64
612,10,-1.0,-0.44
612,11,-1.36,-1.02
612,12,0.17,-0.39
612,13,-0.03,-0.31
612,14,-0.19,-0.38
612,15,-0.28,-0.27
612,16,-0.73,-0.47
612,17,-0.55,-0.48
612,18,0.19,-0.11
612,19,0.57,0.18
612,20,0.35,0.47
612,21,0.25,0.09
612,22,0.01,0.03
612,23,0.34,0.13
612,24,0.54,0.13
612,25,0.92,0.16
613,1,0.0,0.0
613,2,0.0,0.0
613,3,0.0,0.0
613,4,0.0,0.0
613,5,0.0,0.0
613,6,0.0,0.0
613,7,-0.45,-0.24
613,8,-0.5,-0.29
613,9,-0.65,-0.29
613,10,-0.49,-0.34
613,11,-0.54,-0.37
613,12,0.03,-0.06
613,13,-0.47,-0.22
613,14,-0.74,-0.29
613,15,-0.21,-0.26
613,16,-0.13,-0.32
613,17,4.12,-0.16
613,18,2.88,0.21
613,19,-1.21,-0.43
613,20,-0.54,-0.29
613,21,-1.2,-0.46
613,22,-1.13,-0.4
613,23,-0.98,-0.4
613,24,-1.02,-0.46
613,25,-1.1,-0.47
614,1,0.0,0.0
614,2,0.0,0.0
614,3,0.0,0.0
614,4,0.0,0.0
614,5,0.0,0.0
614,6,0.0,0.0
614,7,-0.67,-0.38
614,8,-0.43,-0.27
614,9,-0.39,-0.64
614,10,-0.61,-0.81
614,11,-1.54,-0.92
614,12,-1.33,-0.77
614,13,-1.55,-0.7
614,14,-1.37,-0.37
614,15,-0.17,-0.17
614,16,-0.97,-0.22
614,17,-4.99,-0.54
614,18,-1.38,-0.49
614,19,-0.59,-0.3
614,20,-1.34,-0.68
614,21,-0.66,-0.52
614,22,-1.14,-0.54
614,23,-1.24,-0.53
614,24,-1.03,-0.45
614,25,-1.15,-0.35
615,1,0.0,0.0
615,2,0.0,0.0
615,3,0.0,0.0
615,4,0.0,0.0
615,5,0.0,0.0
615,6,0.0,0.0
615,7,-0.39,-0.5
615,8,0.0,-0.73
615,9,-0.1,0.35
615,10,0.75,-0.47
615,11,2.75,1.01
615,12,-0.2,-0.61
615,13,-0.43,-1.08
615,14,-0.68,-1.15
615,15,-1.9,-0.86
615,16,-0.61,-0.58
615,17,-1.41,-0.57
615,18,-1.46,-0.58
615,19,-0.99,-0.4
615,20,-0.9,-0.6
615,21,0.19,-0.33
615,22,0.35,-0.46
615,23,-0.51,-0.75
615,24,-0.87,-0.77
615,25,-1.04,-0.75
616,1,0.0,0.0
616,2,0.0,0.0
616,3,0.0,0.0
616,4,0.0,0.0
616,5,0.0,0.0
616,6,0.0,0.0
616,7,-0.58,-0.62
616,8,0.13,-0.13
616,9,-0.85,-1.22
616,10,-1.54,-1.19
616,11,-2.9,-1.78
616,12,-1.28,-0.84
616,13,-0.28,-0.38
616,14,-0.92,-0.56
616,15,-0.65,-0.98
616,16,-0.93,-0.75
616,17,-0.93,-0.67
616,18,-1.17,-0.74
616,19,-1.41,-0.61
616,20,-1.26,-0.73
616,21,-3.67,-0.94
616,22,-2.87,-0.97
616,23,-2.87,-1.02
616,24,-1.67,-0.79
616,25,-1.71,-0.8
617,1,0.0,0.0
617,2,0.0,0.0
617,3,0.0,0.0
617,4,0.0,0.0
617,5,0.0,0.0
617,6,0.0,0.0
617,7,-0.45,-0.25
617,8,-0.62,-0.31
617,9,-0.51,-0.29
617,10,-0.61,-0.32
617,11,-0.62,-0.34
617,12,-0.36,-0.13
617,13,0.87,0.06
617,14,-0.69,-0.29
617,15,-0.79,-0.32
617,16,-0.51,-0.28
617,17,-0.58,-0.32
617,18,-0.46,-0.25
617,19,-0.53,-0.2
617,20,-0.53,-0.35
617,21,-0.65,-0.47
617,22,-0.42,-0.18
617,23,-0.5,-0.35
617,24,-0.52,-0.36
617,25,-0.62,-0.38
618,1,0.0,0.0
618,2,0.0,0.0
618,3,0.0,0.0
618,4,0.0,0.0
618,5,0.0,0.0
618,6,0.0,0.0
618,7,0.0,0.0
618,8,0.0,0.0
618,9,0.0,0.0
618,10,0.0,0.0
618,11,0.0,-0.27
618,12,-0.86,-0.28
618,13,0.0,-0.32
618,14,0.0,-0.43
618,15,-0.5,-0.42
618,16,0.0,-0.35
618,17,-0.5,-0.34
618,18,-0.71,-0.29
618,19,-0.84,-0.3
618,20,-0.43,-0.44
618,21,-0.5,-0.72
618,22,-0.89,-0.76
618,23,-0.58,-0.6
618,24,-3.28,-0.59
618,25,-0.69,-0.48
619,1,0.0,0.0
619,2,0.0,0.0
619,3,0.0,0.0
619,4,0.0,0.0
619,5,0.0,0.0
619,6,0.0,0.0
619,7,-0.38,0.0
619,8,0.54,0.0
619,9,-0.46,-0.66
619,10,-0.82,-0.53
619,11,-0.27,-0.26
619,12,-0.42,-0.64
619,13,-0.33,-0.16
619,14,-0.37,-0.14
619,15,-0.29,-0.41
619,16,-0.51,-0.43
619,17,-0.47,-0.2
619,18,-0.51,-0.21
619,19,-0.51,0.07
619,20,-0.57,-0.12
619,21,-0.81,-0.64
619,22,-0.69,-0.78
619,23,-0.78,-0.55
619,24,-0.55,-0.27
619,25,-0.5,-0.45
620,1,0.0,0.0
620,2,0.0,0.0
620,3,0.0,0.0
620,4,0.0,0.0
620,5,0.0,0.0
620,6,0.0,0.0
620,7,-0.45,-0.61
620,8,-0.65,-0.54
620,9,0.5,0.19
620,10,-0.05,-0.18
620,11,-0.54,-0.58
620,12,-0.46,-0.46
620,13,0.03,-0.23
620,14,-0.38,-0.45
620,15,-0.23,-0.29
620,16,0.28,-0.2
620,17,-0.3,-0.23
620,18,0.23,-0.2
620,19,-0.66,-0.27
620,20,0.1,-0.23
620,21,-0.04,-0.24
620,22,-0.04,-0.2
620,23,1.43,0.17
620,24,1.29,0.01
620,25,1.42,-0.03
621,1,0.0,0.0
621,2,0.0,0.0
621,3,0.0,0.0
621,4,0.0,0.0
621,5,0.0,0.0
621,6,0.0,0.0
621,7,-0.57,-0.25
621,8,-0.49,-0.29
621,9,-0.58,-0.29
621,10,-0.45,-0.31
621,11,-0.46,-0.32
621,12,-0.53,-0.34
621,13,-0.86,-0.32
621,14,-0.62,-0.36
621,15,-0.37,-0.24
621,16,-0.52,-0.32
621,17,-0.14,0.53
621,18,-0.47,-0.11
621,19,-0.57,-0.32
621,20,-0.54,-0.3
621,21,-0.52,-0.24
621,22,-0.58,-0.2
621,23,-0.38,-0.09
621,24,0.05,0.34
621,25,0.07,0.42
622,1,0.0,0.0
622,2,0.0,0.0
622,3,0.0,0.0
622,4,0.0,0.0
622,5,0.0,0.0
622,6,0.0,0.0
622,7,-0.12,0.56
622,8,0.74,1.67
622,9,-0.72,-0.33
622,10,-0.61,-0.08
622,11,-0.57,0.01
622,12,5.59,4.28
622,13,0.18,1.2
622,14,1.64,2.03
622,15,1.24,0.98
622,16,2.71,0.84
622,17,-1.58,-0.48
622,18,-0.27,0.2
622,19,0.15,0.31
622,20,-1.02,-0.37
622,21,-1.65,-0.53
622,22,-2.38,-0.72
622,23,-1.98,-0.61
622,24,-1.63,-0.57
622,25,-1.51,-0.56
623,1,0.0,0.0
623,2,0.0,0.0
623,3,0.0,0.0
623,4,0.0,0.0
623,5,0.0,0.0
623,6,0.0,0.0
623,7,-0.53,-0.34
623,8,-0.66,-0.3
623,9,-2.4,-0.45
623,10,-1.0,-0.39
623,11,-1.73,-1.18
623,12,-0.11,-0.56
623,13,-0.76,-0.72
623,14,-0.4,-0.7
623,15,-0.83,-0.52
623,16,-0.39,-0.5
623,17,-1.71,-0.59
623,18,-1.36,-0.67
623,19,-2.43,-0.7
623,20,-1.28,-0.72
623,21,-1.35,-0.57
623,22,-1.72,-0.45
623,23,-0.97,-0.48
623,24,-1.98,-0.63
623,25,-1.57,-0.57
624,1,0.0,0.0
624,2,0.0,0.0
624,3,0.0,0.0
624,4,0.0,0.0
624,5,0.0,0.0
624,6,0.0,0.0
624,7,0.0,0.0
624,8,0.0,0.0
624,9,0.0,0.0
624,10,0.0,0.0
624,11,0.0,-0.27
